09-Jun-2016,,,,,,,,,,,,,,,
iShares MSCI EAFE ETF,,,,,,,,,,,,,,,
Inception Date,14-Aug-01,,,,,,,,,,,,,,
Fund Holdings as of,09-Jun-16,,,,,,,,,,,,,,
Total Net Assets,"$59,871,583,845",,,,,,,,,,,,,,
Number of Securities,960,,,,,,,,,,,,,,
Shares Outstanding,"1,016,400,000",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Country,Currency,Market Currency,FX Rate
"9,009.00",KEISEI ELECTRIC RAILWAY LTD,Equity,0.03,13.61,"1,437,000.00","19,557,723.20","19,557,723.20",Industrials,"6,487,425.00",JP3278600006,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"4,508.00",MITSUBISHI TANABE PHARMA CORP,Equity,0.03,17.82,"1,095,500.00","19,519,687.22","19,519,687.22",Health Care,"6,870,984.00",JP3469000008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"6,471.00",NSK LTD,Equity,0.03,8.23,"2,371,600.00","19,513,658.01","19,513,658.01",Industrials,"6,641,544.00",JP3720800006,Tokyo Stock Exchange,Japan,USD,JPY,106.47
BB,SOCIETE BIC,Equity,0.03,134.77,"143,813.00","19,382,174.16","19,382,174.16",Industrials,"5,298,781.00",FR0000120966,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
BKIA,BANKIA SA,Equity,0.03,0.85,"22,817,074.00","19,355,266.39","19,355,266.39",Financials,B9FLK44,ES0113307021,Bolsa De Madrid,Spain,USD,EUR,0.88
UBFUT,CASH COLLATERAL EUR UBFUT,Cash Collateral and Margins,0.03,113.26,"17,079,300.00","19,343,161.22","19,343,161.22",Cash and/or Derivatives,--,--,--,European Union,USD,EUR,0.88
MIC SDB,MILLICOM INTERNATIONAL CELLULAR SD,Equity,0.03,60.88,"316,494.00","19,268,321.76","19,268,321.76",Telecommunications,B00L2M8,SE0001174970,Nasdaq Omx Nordic,Sweden,USD,SEK,8.17
FRES,FRESNILLO PLC,Equity,0.03,17.52,"1,094,668.00","19,180,727.81","19,180,727.81",Materials,B2QPKJ1,GB00B2QPKJ12,London Stock Exchange,United Kingdom,USD,GBP,0.69
CCH,COCA COLA HBC AG,Equity,0.03,20.89,"914,628.00","19,109,538.66","19,109,538.66",Consumer Staples,B9895B7,CH0198251305,London Stock Exchange,United Kingdom,USD,GBP,0.69
IMI,IMI PLC,Equity,0.03,14.53,"1,311,642.00","19,054,060.69","19,054,060.69",Industrials,BGLP8L2,GB00BGLP8L22,London Stock Exchange,United Kingdom,USD,GBP,0.69
VPK,VOPAK NV,Equity,0.03,54.50,"349,282.00","19,037,255.21","19,037,255.21",Energy,"5,809,428.00",NL0009432491,Nyse Euronext - Euronext Amsterdam,Netherlands,USD,EUR,0.88
"6,823.00",HKT TRUST AND HKT UNITS,Equity,0.03,1.44,"13,158,440.00","18,956,550.10","18,956,550.10",Telecommunications,B4TXDZ3,HK0000093390,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
WEIR,WEIR GROUP PLC,Equity,0.03,18.43,"1,027,288.00","18,936,519.51","18,936,519.51",Industrials,"946,580.00",GB0009465807,London Stock Exchange,United Kingdom,USD,GBP,0.69
AIO,ASCIANO LTD,Equity,0.03,6.60,"2,862,869.00","18,907,818.31","18,907,818.31",Industrials,B1YC5L4,AU000000AIO7,Asx - All Markets,Australia,USD,AUD,1.34
CGF,CHALLENGER LTD,Equity,0.03,6.89,"2,737,446.00","18,873,492.54","18,873,492.54",Financials,"6,726,300.00",AU000000CGF5,Asx - All Markets,Australia,USD,AUD,1.34
"9,504.00",CHUGOKU ELECTRIC POWER INC,Equity,0.03,13.24,"1,422,300.00","18,836,641.15","18,836,641.15",Utilities,"6,195,900.00",JP3522200009,Tokyo Stock Exchange,Japan,USD,JPY,106.47
INVP,INVESTEC PLC,Equity,0.03,6.83,"2,752,651.00","18,798,866.65","18,798,866.65",Financials,B17BBQ5,GB00B17BBQ50,London Stock Exchange,United Kingdom,USD,GBP,0.69
FMG,FORTESCUE METALS GROUP LTD,Equity,0.03,2.43,"7,723,626.00","18,784,341.16","18,784,341.16",Materials,"6,086,253.00",AU000000FMG4,Asx - All Markets,Australia,USD,AUD,1.34
NICE,NICE-SYSTEMS LTD.,Equity,0.03,63.25,"296,609.00","18,760,749.90","18,760,749.90",Information Technology,"6,647,133.00",IL0002730112,Tel Aviv Stock Exchange,Israel,USD,ILS,3.84
BMW3,BMW AG NVTG PRF,Equity,0.03,71.70,"261,119.00","18,722,686.78","18,722,686.78",Consumer Discretionary,"5,756,030.00",DE0005190037,Xetra,Germany,USD,EUR,0.88
ORNBV,ORION OYJ,Equity,0.03,38.52,"485,980.00","18,718,990.03","18,718,990.03",Health Care,B17NY40,FI0009014377,Nasdaq Omx Helsinki Ltd.,Finland,USD,EUR,0.88
BEZQ,BEZEQ THE ISRAELI TELECOMMUNICATIO,Equity,0.03,1.89,"9,927,167.00","18,713,001.14","18,713,001.14",Telecommunications,"6,098,032.00",IL0002300114,Tel Aviv Stock Exchange,Israel,USD,ILS,3.84
"3,391.00",TSURUHA HOLDINGS INC,Equity,0.03,110.27,"169,400.00","18,679,904.19","18,679,904.19",Consumer Staples,B0MKZN5,JP3536150000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
SEK,SEEK LTD,Equity,0.03,11.65,"1,601,526.00","18,665,084.86","18,665,084.86",Industrials,B0767Y3,AU000000SEK6,Asx - All Markets,Australia,USD,AUD,1.34
"9,766.00",KONAMI HOLDINGS CORPORATION CORP,Equity,0.03,38.23,"488,300.00","18,666,989.15","18,666,989.15",Information Technology,"6,496,681.00",JP3300200007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"6,965.00",HAMAMATSU PHOTONICS,Equity,0.03,27.48,"677,600.00","18,622,623.40","18,622,623.40",Information Technology,"6,405,870.00",JP3771800004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
DIA,DISTRIBUIDORA INTERNACIONAL DE ALI,Equity,0.03,5.99,"3,107,165.00","18,612,095.30","18,612,095.30",Consumer Staples,B55ZR92,ES0126775032,Bolsa De Madrid,Spain,USD,EUR,0.88
WMH,WILLIAM HILL PLC,Equity,0.03,4.38,"4,248,979.00","18,603,387.19","18,603,387.19",Consumer Discretionary,"3,169,889.00",GB0031698896,London Stock Exchange,United Kingdom,USD,GBP,0.69
MC0,GLOBAL LOGISTIC PROPERTIES LTD,Equity,0.03,1.37,"13,507,000.00","18,488,365.21","18,488,365.21",Financials,B4KJWS6,SG2C26962630,Singapore Exchange,Singapore,USD,SGD,1.35
"4,684.00",OBIC CO LTD,Equity,0.03,54.48,"338,800.00","18,457,145.54","18,457,145.54",Information Technology,"6,136,749.00",JP3173400007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
A17U,ASCENDAS REAL ESTATE INVESTMENT TR,Equity,0.03,1.73,"10,638,756.00","18,419,362.24","18,419,362.24",Financials,"6,563,875.00",SG1M77906915,Singapore Exchange,Singapore,USD,SGD,1.35
MF,WENDEL,Equity,0.03,115.46,"159,443.00","18,409,842.45","18,409,842.45",Financials,"7,390,113.00",FR0000121204,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
STM,STMICROELECTRONICS NV,Equity,0.03,6.02,"3,053,832.00","18,386,010.27","18,386,010.27",Information Technology,"5,962,332.00",NL0000226223,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
HKD,HKD CASH,Cash,0.03,12.89,"142,440,536.00","18,354,674.86","18,354,674.86",Cash and/or Derivatives,--,--,--,Hong Kong,USD,HKD,7.76
"3,401.00",TEIJIN LTD,Equity,0.03,3.59,"5,082,000.00","18,234,386.89","18,234,386.89",Materials,"6,880,507.00",JP3544000007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
BLD,BORAL LTD,Equity,0.03,4.89,"3,720,147.00","18,205,934.40","18,205,934.40",Materials,"6,218,670.00",AU000000BLD2,Asx - All Markets,Australia,USD,AUD,1.34
"9,062.00",NIPPON EXPRESS LTD,Equity,0.03,4.25,"4,277,000.00","18,198,290.52","18,198,290.52",Industrials,"6,642,127.00",JP3729400006,Tokyo Stock Exchange,Japan,USD,JPY,106.47
BAB,BABCOCK INTERNATIONAL GROUP PLC,Equity,0.03,14.98,"1,209,992.00","18,120,132.35","18,120,132.35",Industrials,"969,703.00",GB0009697037,London Stock Exchange,United Kingdom,USD,GBP,0.69
"6,770.00",ALPS ELECTRIC LTD,Equity,0.03,21.22,"853,400.00","18,107,646.64","18,107,646.64",Information Technology,"6,021,500.00",JP3126400005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"4,732.00",USS CO LTD,Equity,0.03,16.46,"1,095,580.00","18,028,987.55","18,028,987.55",Consumer Discretionary,"6,171,494.00",JP3944130008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
CPU,COMPUTERSHARE LTD,Equity,0.03,7.73,"2,327,943.00","17,989,325.03","17,989,325.03",Information Technology,"6,180,412.00",AU000000CPU5,Asx - All Markets,Australia,USD,AUD,1.34
CCL,COCA-COLA AMATIL LTD,Equity,0.03,6.50,"2,763,820.00","17,965,866.43","17,965,866.43",Consumer Staples,"6,123,451.00",AU000000CCL2,Asx - All Markets,Australia,USD,AUD,1.34
AND,ANDRITZ AG,Equity,0.03,48.88,"367,568.00","17,964,957.77","17,964,957.77",Industrials,B1WVF68,AT0000730007,Wiener Boerse Ag,Austria,USD,EUR,0.88
"2,002.00",NISSHIN SEIFUN GROUP INC,Equity,0.03,16.68,"1,076,597.00","17,959,294.34","17,959,294.34",Consumer Staples,"6,640,961.00",JP3676800000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
LUPE,LUNDIN PETROLEUM,Equity,0.03,19.47,"920,654.00","17,928,305.82","17,928,305.82",Energy,"7,187,627.00",SE0000825820,Nasdaq Omx Nordic,Sweden,USD,SEK,8.17
"6,113.00",AMADA HOLDINGS LTD,Equity,0.03,10.86,"1,646,800.00","17,881,001.27","17,881,001.27",Industrials,"6,022,105.00",JP3122800000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"7,013.00",IHI CORP,Equity,0.03,2.64,"6,776,000.00","17,884,337.58","17,884,337.58",Industrials,"6,466,985.00",JP3134800006,Tokyo Stock Exchange,Japan,USD,JPY,106.47
S63,SINGAPORE TECHNOLOGIES ENGINEERING,Equity,0.03,2.35,"7,623,000.00","17,879,405.13","17,879,405.13",Industrials,"6,043,214.00",SG1F60858221,Singapore Exchange,Singapore,USD,SGD,1.35
"4,902.00",KONICA MINOLTA INC,Equity,0.03,8.11,"2,202,200.00","17,850,923.78","17,850,923.78",Information Technology,"6,496,700.00",JP3300600008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
C38U,CAPITALAND MALL TRUST,Equity,0.03,1.51,"11,818,100.00","17,837,981.58","17,837,981.58",Financials,"6,420,129.00",SG1M51904654,Singapore Exchange,Singapore,USD,SGD,1.35
ORI,ORICA LTD,Equity,0.03,9.74,"1,828,623.00","17,816,502.47","17,816,502.47",Materials,"6,458,001.00",AU000000ORI1,Asx - All Markets,Australia,USD,AUD,1.34
ADN,ABERDEEN ASSET MANAGEMENT PLC,Equity,0.03,3.94,"4,521,060.00","17,792,939.06","17,792,939.06",Financials,"3,128.00",GB0000031285,London Stock Exchange,United Kingdom,USD,GBP,0.69
"4,704.00",TREND MICRO INC,Equity,0.03,34.99,"508,200.00","17,780,913.92","17,780,913.92",Information Technology,"6,125,286.00",JP3637300009,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"2,897.00",NISSIN FOODS HOLDINGS LTD,Equity,0.03,52.41,"338,800.00","17,757,046.92","17,757,046.92",Consumer Staples,"6,641,760.00",JP3675600005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
MAN,MAN SE,Equity,0.03,107.45,"164,187.00","17,641,075.25","17,641,075.25",Industrials,"5,563,520.00",DE0005937007,Xetra,Germany,USD,EUR,0.88
"2,282.00",NH FOODS LTD,Equity,0.03,22.78,"772,000.00","17,584,182.60","17,584,182.60",Consumer Staples,"6,640,767.00",JP3743000006,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"7,936.00",ASICS CORP,Equity,0.03,21.84,"804,600.00","17,570,985.77","17,570,985.77",Consumer Discretionary,"6,057,378.00",JP3118000003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
HSO,HEALTHSCOPE LTD,Equity,0.03,2.09,"8,377,288.00","17,508,008.34","17,508,008.34",Health Care,BP46PW5,AU000000HSO1,Asx - All Markets,Australia,USD,AUD,1.34
"1,963.00",JGC CORP,Equity,0.03,15.24,"1,148,000.00","17,500,624.62","17,500,624.62",Industrials,"6,473,468.00",JP3667600005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"3,099.00",ISETAN MITSUKOSHI HOLDINGS LTD,Equity,0.03,9.54,"1,816,200.00","17,332,073.45","17,332,073.45",Consumer Discretionary,B2Q4CL4,JP3894900004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,304.00",AOZORA BANK LTD,Equity,0.03,3.41,"5,082,000.00","17,327,440.94","17,327,440.94",Financials,B1G1854,JP3711200000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
ARYN,ARYZTA AG,Equity,0.03,41.04,"421,629.00","17,303,204.75","17,303,204.75",Consumer Staples,B39VJC9,CH0043238366,Six Swiss Exchange Ag,Switzerland,USD,CHF,0.96
"5,012.00",TONENGENERAL SEKIYU,Equity,0.03,10.18,"1,694,000.00","17,247,884.28","17,247,884.28",Energy,"6,366,007.00",JP3428600005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"5,233.00",TAIHEIYO CEMENT CORP,Equity,0.03,2.55,"6,776,000.00","17,247,884.28","17,247,884.28",Materials,"6,660,204.00",JP3449020001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"3,861.00",OJI HOLDINGS CORP,Equity,0.03,4.03,"4,274,000.00","17,222,054.20","17,222,054.20",Materials,"6,657,701.00",JP3174410005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
GJF,GJENSIDIGE FORSIKRING ASA,Equity,0.03,17.60,"978,900.00","17,227,640.46","17,227,640.46",Financials,B4PH0C5,NO0010582521,Oslo Bors Asa,Norway,USD,NOK,8.15
"6,465.00",HOSHIZAKI ELECTRIC LTD,Equity,0.03,99.19,"173,600.00","17,218,954.59","17,218,954.59",Industrials,B3FF8W8,JP3845770001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"9,513.00",ELECTRIC POWER DEVELOPMENT LTD,Equity,0.03,25.35,"677,600.00","17,177,874.42","17,177,874.42",Utilities,B02Q328,JP3551200003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,252.00",MARUI GROUP LTD,Equity,0.03,15.30,"1,122,700.00","17,178,211.62","17,178,211.62",Consumer Discretionary,"6,569,527.00",JP3870400003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"6,923.00",STANLEY ELECTRIC LTD,Equity,0.03,23.11,"740,600.00","17,112,440.71","17,112,440.71",Consumer Discretionary,"6,841,106.00",JP3399400005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,331.00",CHIBA BANK LTD,Equity,0.03,5.03,"3,388,000.00","17,025,125.63","17,025,125.63",Financials,"6,190,563.00",JP3511800009,Tokyo Stock Exchange,Japan,USD,JPY,106.47
ADP,AEROPORTS DE PARIS,Equity,0.03,120.73,"140,429.00","16,953,969.30","16,953,969.30",Industrials,B164FY1,FR0010340141,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
"7,211.00",MITSUBISHI MOTORS CORP,Equity,0.03,5.13,"3,294,500.00","16,895,665.24","16,895,665.24",Consumer Discretionary,"6,598,446.00",JP3899800001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"4,581.00",TAISHO PHARMACEUTICAL HOLDINGS LTD,Equity,0.03,99.75,"169,400.00","16,897,834.97","16,897,834.97",Health Care,B3QX5G4,JP3442850008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
RRTL,RTL GROUP SA,Equity,0.03,90.21,"187,184.00","16,885,420.80","16,885,420.80",Consumer Discretionary,B1BK209,LU0061462528,Deutsche Boerse Ag,Germany,USD,EUR,0.88
EZJ,EASYJET PLC,Equity,0.03,21.53,"777,504.00","16,739,561.60","16,739,561.60",Industrials,B7KR2P8,GB00B7KR2P84,London Stock Exchange,United Kingdom,USD,GBP,0.69
"9,831.00",YAMADA DENKI CO LTD,Equity,0.03,4.93,"3,388,150.00","16,707,638.66","16,707,638.66",Consumer Discretionary,"6,985,026.00",JP3939000000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
CO,CASINO GUICHARD PERRACHON SA,Equity,0.03,60.27,"277,114.00","16,702,855.42","16,702,855.42",Consumer Staples,"4,178,419.00",FR0000125585,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
G13,GENTING SINGAPORE PLC,Equity,0.03,0.56,"29,432,800.00","16,550,573.79","16,550,573.79",Consumer Discretionary,"6,366,795.00",GB0043620292,Singapore Exchange,Singapore,USD,SGD,1.35
"2,331.00",SOHGO SECURITY SERVICES LTD,Equity,0.03,48.75,"338,800.00","16,515,962.99","16,515,962.99",Industrials,"6,546,359.00",JP3431900004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
NUM,NUMERICABLE-SFR SA,Equity,0.03,31.34,"526,509.00","16,499,559.24","16,499,559.24",Telecommunications,BG3FC18,FR0011594233,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
"3,289.00",TOKYU FUDOSAN HOLDINGS CORP,Equity,0.03,6.67,"2,474,300.00","16,500,756.12","16,500,756.12",Financials,BDC6LT2,JP3569200003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"3,291.00",IIDA GROUP HOLDINGS LTD,Equity,0.03,21.74,"758,480.00","16,492,567.51","16,492,567.51",Consumer Discretionary,BFDTBS3,JP3131090007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
IAP,ICAP PLC,Equity,0.03,6.05,"2,717,834.00","16,429,709.31","16,429,709.31",Financials,"3,387,216.00",GB0033872168,London Stock Exchange,United Kingdom,USD,GBP,0.69
HUSQ B,HUSQVARNA,Equity,0.03,8.01,"2,036,928.00","16,317,662.89","16,317,662.89",Consumer Discretionary,B12PJ24,SE0001662230,Nasdaq Omx Nordic,Sweden,USD,SEK,8.17
"7,701.00",SHIMADZU CORP,Equity,0.03,15.23,"1,065,000.00","16,215,328.98","16,215,328.98",Information Technology,"6,804,369.00",JP3357200009,Tokyo Stock Exchange,Japan,USD,JPY,106.47
PST,POSTE ITALIANE,Equity,0.03,7.93,"2,042,964.00","16,196,312.15","16,196,312.15",Financials,BYYN701,IT0003796171,Borsa Italiana S.P.A.,Italy,USD,EUR,0.88
"4,666.00",PARK24 LTD,Equity,0.03,32.83,"488,300.00","16,029,760.95","16,029,760.95",Industrials,"6,667,733.00",JP3780100008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"5,901.00",TOYO SEIKAN HLDG LTD,Equity,0.03,20.69,"768,700.00","15,906,129.71","15,906,129.71",Materials,"6,900,267.00",JP3613400005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,028.00",FAMILYMART (JAPAN) LTD,Equity,0.03,57.01,"278,500.00","15,878,410.75","15,878,410.75",Consumer Staples,"6,331,276.00",JP3802600001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"5,711.00",MITSUBISHI MATERIALS CORP,Equity,0.03,2.74,"5,777,000.00","15,844,493.50","15,844,493.50",Materials,"6,597,089.00",JP3903000002,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,227.00",SHIMAMURA LTD,Equity,0.03,132.91,"119,200.00","15,842,577.37","15,842,577.37",Consumer Discretionary,"6,804,035.00",JP3358200008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
O2D,TELEFONICA DEUTSCHLAND HOLDING AG,Equity,0.03,4.43,"3,541,992.00","15,684,898.68","15,684,898.68",Telecommunications,B7VG6L8,DE000A1J5RX9,Xetra,Germany,USD,EUR,0.88
EDF,EDF SA,Equity,0.03,13.15,"1,184,793.00","15,585,440.38","15,585,440.38",Utilities,B0NJJ17,FR0010242511,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
"1,972.00",SWIRE PROPERTIES LTD,Equity,0.03,2.78,"5,610,655.00","15,580,232.49","15,580,232.49",Financials,B67C2G0,HK0000063609,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
"3,003.00",HULIC CO LTD,Equity,0.03,10.17,"1,524,600.00","15,508,775.65","15,508,775.65",Financials,"6,805,317.00",JP3360800001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"6,952.00",CASIO COMPUTER LTD,Equity,0.03,15.70,"984,800.00","15,456,730.38","15,456,730.38",Consumer Discretionary,"6,178,967.00",JP3209000003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"5,334.00",NGK SPARK PLUG LTD,Equity,0.03,18.19,"847,000.00","15,410,125.39","15,410,125.39",Consumer Discretionary,"6,619,604.00",JP3738600000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
DMP,DOMINOS PIZZA ENTERPRISES LTD,Equity,0.03,51.49,"298,144.00","15,351,378.66","15,351,378.66",Consumer Discretionary,B07SFG7,AU000000DMP0,Asx - All Markets,Australia,USD,AUD,1.34
VOC,VOCUS COMMUNICATIONS LTD,Equity,0.03,6.90,"2,223,880.00","15,349,219.76","15,349,219.76",Telecommunications,B3WS5W9,AU000000VOC6,Asx - All Markets,Australia,USD,AUD,1.34
CWN,CROWN RESORTS LTD,Equity,0.03,8.72,"1,759,142.00","15,347,084.65","15,347,084.65",Consumer Discretionary,B29LCJ0,AU000000CWN6,Asx - All Markets,Australia,USD,AUD,1.34
UHRN,SWATCH GROUP SA,Equity,0.03,61.69,"248,131.00","15,307,993.68","15,307,993.68",Consumer Discretionary,"7,184,736.00",CH0012255144,Swiss Exchange,Switzerland,USD,CHF,0.96
"4,183.00",MITSUI CHEMICALS INC,Equity,0.03,3.93,"3,891,000.00","15,276,738.83","15,276,738.83",Materials,"6,597,368.00",JP3888300005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"2,433.00",HAKUHODO DY HOLDINGS INC,Equity,0.03,12.84,"1,185,820.00","15,225,810.74","15,225,810.74",Consumer Discretionary,B05LZ02,JP3766550002,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"3,283.00",NIPPON PROLOGIS REIT INC,Equity,0.03,"2,242.99","6,776.00","15,198,504.67","15,198,504.67",Financials,B98BC67,JP3047550003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
LHA,DEUTSCHE LUFTHANSA AG,Equity,0.03,13.59,"1,114,325.00","15,144,345.35","15,144,345.35",Industrials,"5,287,488.00",DE0008232125,Xetra,Germany,USD,EUR,0.88
"9,989.00",SUNDRUG LTD,Equity,0.03,89.33,"169,400.00","15,131,677.08","15,131,677.08",Consumer Staples,"6,817,895.00",JP3336600006,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"6,506.00",YASKAWA ELECTRIC CORP,Equity,0.03,12.76,"1,185,800.00","15,125,312.54","15,125,312.54",Information Technology,"6,986,041.00",JP3932000007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
494.00,LI & FUNG LTD,Equity,0.03,0.53,"28,750,400.00","15,115,313.16","15,115,313.16",Consumer Discretionary,"6,286,257.00",BMG5485F1692,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
BOKA,KONINKLIJKE BOSKALIS WESTMINSTER N,Equity,0.03,35.40,"425,853.00","15,074,280.72","15,074,280.72",Industrials,B1XF882,NL0000852580,Nyse Euronext - Euronext Amsterdam,Netherlands,USD,EUR,0.88
"4,202.00",DAICEL CORP,Equity,0.03,11.71,"1,278,000.00","14,968,919.36","14,968,919.36",Materials,"6,250,542.00",JP3485800001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
BOL,BOLLORE SA,Equity,0.02,3.58,"4,174,764.00","14,964,528.18","14,964,528.18",Industrials,"4,572,709.00",FR0000039299,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
BEN,BENDIGO AND ADELAIDE BANK LTD,Equity,0.02,6.98,"2,144,007.00","14,957,396.83","14,957,396.83",Financials,"6,091,280.00",AU000000BEN6,Asx - All Markets,Australia,USD,AUD,1.34
ETL,EUTELSAT COMMUNICATIONS,Equity,0.02,18.32,"814,968.00","14,934,010.70","14,934,010.70",Consumer Discretionary,B0M7KJ7,FR0010221234,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
UBI,UNIONE DI BANCHE ITALIANE,Equity,0.02,3.45,"4,326,067.00","14,914,038.98","14,914,038.98",Financials,"7,622,225.00",IT0003487029,Borsa Italiana S.P.A.,Italy,USD,EUR,0.88
"8,955.00",JAPAN PRIME REALTY INVESTMENT REIT,Equity,0.02,"4,348.85","3,425.00","14,894,801.11","14,894,801.11",Financials,"6,528,175.00",JP3040890000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"4,185.00",JSR CORP,Equity,0.02,14.62,"1,017,700.00","14,883,378.58","14,883,378.58",Materials,"6,470,986.00",JP3385980002,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"5,947.00",RINNAI CORP,Equity,0.02,87.16,"169,400.00","14,765,716.43","14,765,716.43",Consumer Discretionary,"6,740,582.00",JP3977400005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
BOQ,BANK OF QUEENSLAND LTD,Equity,0.02,8.28,"1,778,405.00","14,721,525.44","14,721,525.44",Financials,"6,076,243.00",AU000000BOQ8,Asx - All Markets,Australia,USD,AUD,1.34
"9,101.00",NIPPON YUSEN,Equity,0.02,1.89,"7,687,000.00","14,512,628.56","14,512,628.56",Industrials,"6,643,960.00",JP3753000003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"2,875.00",TOYO SUISAN LTD,Equity,0.02,40.29,"360,200.00","14,514,234.73","14,514,234.73",Consumer Staples,"6,899,967.00",JP3613000003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"9,202.00",ANA HOLDINGS INC,Equity,0.02,2.85,"5,082,000.00","14,487,268.12","14,487,268.12",Industrials,"6,014,908.00",JP3429800000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
T82U,SUNTEC UNITS TRUST,Equity,0.02,1.22,"11,726,300.00","14,359,088.82","14,359,088.82",Financials,B04PZ72,SG1Q52922370,Singapore Exchange,Singapore,USD,SGD,1.35
C09,CITY DEVELOPMENTS LTD,Equity,0.02,6.51,"2,202,200.00","14,338,618.62","14,338,618.62",Financials,"6,197,928.00",SG1R89002252,Singapore Exchange,Singapore,USD,SGD,1.35
FPE3,FUCHS PETROLUB PREF,Equity,0.02,40.96,"348,865.00","14,291,022.21","14,291,022.21",Materials,"4,354,350.00",DE0005790430,Xetra,Germany,USD,EUR,0.88
DEC,JCDECAUX SA,Equity,0.02,40.16,"355,020.00","14,257,682.37","14,257,682.37",Consumer Discretionary,"7,136,663.00",FR0000077919,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
CNP,CNP ASSURANCES,Equity,0.02,16.83,"841,399.00","14,160,486.86","14,160,486.86",Financials,"5,543,986.00",FR0000120222,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
14.00,HYSAN DEVELOPMENT LTD,Equity,0.02,4.37,"3,228,797.00","14,125,167.76","14,125,167.76",Financials,"6,449,629.00",HK0014000126,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
"9,024.00",SEIBU HOLDINGS INC,Equity,0.02,17.43,"807,700.00","14,080,601.14","14,080,601.14",Industrials,BKY6H35,JP3417200007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
